ano,co_uf,nascidos_vivos,obitos_infantis,taxa_mortalidade_infantil
2015,29,213725.0,3272.0,15.309392911451631
2015,31,273956.0,3131.0,11.428842587860824
2015,32,58731.0,663.0,11.288757215099352
2015,33,239848.0,2993.0,12.478736533137655
2015,35,635925.0,6889.0,10.833038487242993
2015,41,162501.0,1789.0,11.009163020535258
2015,42,97704.0,970.0,9.927945631703922
2015,43,149809.0,1517.0,10.12622739621785
2015,50,45142.0,544.0,12.050861725222632
2015,51,58466.0,810.0,13.854205863236752
2015,52,102582.0,1256.0,12.243863445828703
2015,53,46427.0,504.0,10.855752040838304
2016,11,26887.0,368.0,13.686911890504705
2016,12,16148.0,255.0,15.791429279167698
2016,13,79185.0,1276.0,16.11416303592852
2016,14,12050.0,218.0,18.09128630705394
2016,15,141441.0,2235.0,15.801641673913503
2016,16,16222.0,299.0,18.43175933916903
2016,17,24490.0,304.0,12.413229889750918
2016,21,114158.0,1751.0,15.33839065155311
2016,22,47173.0,769.0,16.301698005214845
2016,23,129780.0,1651.0,12.721528740946217
2016,24,46403.0,600.0,12.930198478546645
2016,25,56339.0,735.0,13.046024956069509
2016,26,132717.0,1846.0,13.909295719463218
2016,27,49949.0,718.0,14.374662155398507
2016,28,32427.0,496.0,15.295895395812131
2016,29,203656.0,3303.0,16.218525356483482
2016,31,256197.0,2931.0,11.440414993149803
2016,32,53966.0,633.0,11.729607530667458
2016,33,220522.0,3003.0,13.617688938065138
2016,35,603180.0,6701.0,11.109453231207931
2016,41,155677.0,1651.0,10.605291725816917
2016,42,95678.0,842.0,8.800351177909237
2016,43,141827.0,1443.0,10.174367363054989
2016,50,42903.0,554.0,12.912849917255203
2016,51,54390.0,750.0,13.789299503585218
2016,52,96584.0,1262.0,13.066346392777271
2016,53,43872.0,459.0,10.462253829321662
2017,11,27595.0,358.0,12.973364739989128
2017,12,16623.0,237.0,14.25735426818264
2017,13,79736.0,1344.0,16.855623557740543
2017,14,12318.0,217.0,17.616496184445527
2017,15,141601.0,2176.0,15.367123113537334
2017,16,16104.0,324.0,20.119225037257824
2017,17,25462.0,312.0,12.25355431623596
2017,21,115331.0,1865.0,16.170847387085864
2017,22,48526.0,768.0,15.826567201088077
2017,23,130492.0,1765.0,13.52573337829139
2017,24,46831.0,580.0,12.384958681215435
2017,25,57473.0,773.0,13.44979381622675
2017,26,137307.0,1687.0,12.286336457718836
2017,27,51280.0,690.0,13.45553822152886
2017,28,33917.0,524.0,15.449479611993985
2017,29,207086.0,3145.0,15.186927170354346
2017,31,262891.0,3014.0,11.464827628180501
2017,32,56717.0,602.0,10.61410159211524
2017,33,224147.0,2785.0,12.424881885548322
2017,35,612948.0,6719.0,10.961778160627004
2017,41,158359.0,1657.0,10.463566958619339
2017,42,98677.0,984.0,9.97192861558418
2017,43,141761.0,1437.0,10.136779509173891
2017,50,45147.0,482.0,10.676235408775776
2017,51,58202.0,726.0,12.47379815126628
2017,52,98371.0,1171.0,11.90391477162985
2017,53,44773.0,500.0,11.167444665311683
2018,11,28167.0,364.0,12.922923989065218
2018,12,16864.0,282.0,16.72201138519924
2018,13,79624.0,1316.0,16.52768009645333
2018,14,13920.0,277.0,19.899425287356323
2018,15,143724.0,2195.0,15.272327516629094
2018,16,16590.0,314.0,18.92706449668475
2018,17,25967.0,332.0,12.785458466515193
2018,21,119221.0,1728.0,14.494090806149924
2018,22,49606.0,749.0,15.098979962101359
2018,23,134656.0,1675.0,12.439104087452472
2018,24,48465.0,576.0,11.884865366759517
2018,25,60383.0,720.0,11.923885861914778
2018,26,139914.0,1736.0,12.407621824835257
2018,27,53042.0,674.0,12.706911504091098
2018,28,34262.0,579.0,16.899188605452103
2018,29,207657.0,3211.0,15.462999080214008
2018,31,264744.0,2911.0,10.995527755114376
2018,32,57206.0,611.0,10.680697828899067
2018,33,221401.0,2832.0,12.791270138797929
2018,35,608457.0,6619.0,10.87833651350876
2018,41,156789.0,1644.0,10.48542946252607
2018,42,99919.0,958.0,9.587766090533332
2018,43,140174.0,1378.0,9.830639062878994
2018,50,44678.0,505.0,11.303102197949773
2018,51,59258.0,713.0,12.032130682777009
2018,52,99724.0,1261.0,12.644899923789659
2018,53,44185.0,465.0,10.523933461581985
2019,11,27091.0,317.0,11.701303015761692
2019,12,16631.0,270.0,16.23474234862606
2019,13,78926.0,1289.0,16.331753794693764
2019,14,15243.0,276.0,18.106671914977365
2019,15,139591.0,2121.0,15.194389323093896
2019,16,15934.0,308.0,19.329735157524787
2019,17,24874.0,300.0,12.060786363270886
2019,21,115002.0,1707.0,14.843220117910992
2019,22,48014.0,709.0,14.76652642979131
2019,23,130999.0,1625.0,12.404674844846143
2019,24,46266.0,560.0,12.1039208057753
2019,25,57621.0,766.0,13.293764426164072
2019,26,134707.0,1650.0,12.248806669289644
2019,27,50792.0,675.0,13.28949440856828
2019,28,32662.0,570.0,17.4514726593595
2019,29,198902.0,3032.0,15.243687846276055
2019,31,257981.0,2980.0,11.551238269484962
2019,32,55384.0,596.0,10.761230680340892
2019,33,209338.0,2769.0,13.227412127755112
2019,35,584950.0,6536.0,11.17360458158817
2019,41,153987.0,1599.0,10.383993453992868
2019,42,98471.0,952.0,9.66782098282743
2019,43,134638.0,1427.0,10.598790831711701
2019,50,43975.0,492.0,11.188175099488346
2019,51,59503.0,748.0,12.570794749844545
2019,52,97215.0,1272.0,13.084400555469834
2019,53,42373.0,380.0,8.967974889670309
2020,11,25891.0,343.0,13.247846742111157
2020,12,15526.0,259.0,16.681695220919746
2020,13,76834.0,1085.0,14.121352526225369
2020,14,13992.0,268.0,19.153802172670098
2020,15,134219.0,2009.0,14.968074564703953
2020,16,15245.0,276.0,18.104296490652672
2020,17,23974.0,260.0,10.845082172353383
2020,21,107530.0,1525.0,14.182088719427137
2020,22,45475.0,641.0,14.095656954370535
2020,23,123649.0,1474.0,11.920840443513493
2020,24,43827.0,512.0,11.682296301366737
2020,25,56277.0,730.0,12.971551433089894
2020,26,129878.0,1510.0,11.626295446495943
2020,27,48717.0,585.0,12.00812857934602
2020,28,31670.0,512.0,16.166719292706034
2020,29,190160.0,2789.0,14.666596550273454
2020,31,248739.0,2623.0,10.54518993804751
2020,32,54177.0,536.0,9.893497240526424
2020,33,200286.0,2529.0,12.626943470836704
2020,35,554290.0,5552.0,10.016417398834545
2020,41,146728.0,1376.0,9.3778965160024
2020,42,98411.0,921.0,9.358709900316022
2020,43,130827.0,1135.0,8.67557920001223
2020,50,42277.0,462.0,10.927927714833123
2020,51,57693.0,694.0,12.029188983065536
2020,52,93505.0,1053.0,11.261429870060425
2020,53,39336.0,411.0,10.448444173276387
2021,11,25575.0,315.0,12.316715542521996
2021,12,15865.0,294.0,18.53135833595966
2021,13,79214.0,1177.0,14.858484611306082
2021,14,14078.0,273.0,19.391959085097316
2021,15,137868.0,2043.0,14.818522064583515
2021,16,15504.0,311.0,20.059339525283796
2021,17,23946.0,305.0,12.736991564353128
2021,21,110549.0,1537.0,13.90333698179088
2021,22,45956.0,636.0,13.839324571329097
2021,23,121406.0,1403.0,11.556265752928192
2021,24,43696.0,549.0,12.564079091907727
2021,25,55860.0,716.0,12.817758682420337
2021,26,127603.0,1589.0,12.452685281694004
2021,27,49039.0,668.0,13.621811211484737
2021,28,31215.0,444.0,14.2239308024988
2021,29,186696.0,2812.0,15.061918841324934
2021,31,243364.0,2648.0,10.88082049933433
2021,32,52714.0,602.0,11.420116098190235
2021,33,190319.0,2428.0,12.757528150105875
2021,35,525771.0,5529.0,10.515985096173049
2021,41,142543.0,1358.0,9.5269497625278
2021,42,96667.0,897.0,9.279278347316044
2021,43,124505.0,1201.0,9.64619894783342
2021,50,42263.0,459.0,10.86056361356269
2021,51,58426.0,736.0,12.597131414096465
2021,52,91396.0,1102.0,12.057420456037464
2021,53,38030.0,423.0,11.12279779121746
2022,11,24933.0,342.0,13.716760919263626
2022,12,14641.0,258.0,17.621747148418823
2022,13,72938.0,1157.0,15.86278757300721
2022,14,13420.0,251.0,18.703427719821164
2022,15,128460.0,1889.0,14.704966526545228
2022,16,14086.0,259.0,18.387050972596903
2022,17,22689.0,282.0,12.428930318656619
2022,21,99074.0,1538.0,15.52374992429901
2022,22,42595.0,674.0,15.823453456978518
2022,23,113557.0,1344.0,11.835465889377142
2022,24,40335.0,456.0,11.305317962067683
2022,25,50926.0,765.0,15.021796331932608
2022,26,118542.0,1578.0,13.311737611985626
2022,27,45816.0,602.0,13.139514580059368
2022,28,28455.0,506.0,17.782463538921103
2022,29,175016.0,2707.0,15.467157288476482
2022,31,236208.0,2725.0,11.53644245749509
2022,32,52078.0,564.0,10.829908982679825
