co_regiao_pais,regiao_pais,co_uf,sg_uf,co_macrorregiao_saude,macrorregiao_de_saude,co_regiao_saude,regiao_de_saude,co_municipio,no_municipio,populacao_ibge_2022,nome_da_regiao,sigla_da_regiao,identificacao_da_faixa_populacional,ano_de_referencia,nome_do_orgao_responsavel_pela_gestao,sigla_do_orgao_responsavel_pela_gestao,abrangencia,natureza_juridica_do_orgao_municipal_responsavel,tipo_de_servico,taxa_de_empregados_por_habitante_urbano,despesa_por_empregado,incidencia_de_despesas_com_rsu_na_prefeitura,incidencia_de_despesas_com_empresas_contratadas,auto_suficiencia_financeira,despesas_per_capita_com_rsu,incidencia_de_empregados_proprios,incidencia_de_empreg_de_empr_contrat_no_total_de_empreg_no_manejo,incidencia_de_empreg_admin_no_total_de_empreg_no_manejo,receita_arrecadada_per_capita_com_servicos_de_manejo,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_total,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_urbana,tx_cobertura_de_coleta_direta_rdo_relativo_a_pop_urbana,taxa_de_terceirizacao_da_coleta,produtividades_media_de_coletadores_e_motorista,taxa_de_motoristas_e_coletadores_por_habitante_urbano,massa_rdo_rpu_coletada_per_capita_em_relacao_a_pop_urbana,massa_rdo_coletada_per_capita_em_relacao_a_pop_total_atendida,custo_unitario_da_coleta,incidencia_do_custo_da_coleta_no_custo_total_do_manejo,incidencia_de_emprega_da_coleta_no_total_de_empregados_no_manejo,relacao_quantidade_rcd_coletada_pela_pref_p_quant_total_rdo_rpu,relacao_quantidades_coletadas_de_rpu_por_rdo,massa_rdo_rpu_coletada_per_capita_em_relacao_a_populacao_total_atendida,massa_de_rcd_per_capita_ano_em_relacao_a_pop_urbana,taxa_de_cobertura_da_col_seletiva_porta_a_porta_em_relacao_a_pop_urbana,taxa_de_recuperacao_de_reciclaveis_em_relacao_a_quantidade_de_rdo_e_rpu,massa_recuperada_per_capita,relacao_entre_quantidades_da_coleta_seletiva_e_rdo,incid_de_papel_papelao_sobre_total_mat_recuperado,incid_de_plasticos_sobre_total_material_recuperado,incid_de_metais_sobre_total_material_recuperado,incid_de_vidros_sobre_total_de_material_recuperado,incidencia_de_outros_sobre_total_material_recuperado,massa_per_capita_recolhida_via_coleta_seletiva,massa_de_rss_coletada_per_capita,taxa_de_rss_sobre_rdo_rpu,taxa_de_terceirizacao_de_varredores,taxa_de_terceirizacao_de_varricao,custo_unitario_da_varricao,produtividade_media_do_varredores,taxa_de_varredores_por_habitante_urbano,incidencia_do_custo_da_varricao_no_custo_total_do_manejo,incidencia_de_varredores_no_total_de_empregados_no_manejo,extensao_total_anual_varrida_per_capita,taxa_de_capinadores_por_habitante_urbano,relacao_de_capinadores_no_total_de_empregados_no_manejo
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,292610,BA - RETIROLANDIA,13651,Nordeste,NE,1,2022,Prefeitura Municipal de Retirolândia,PMR,Local,Administração pública direta,Res. Sólidos ,,6250.0,10.0,33.33,,,37.5,62.5,0.0,,76.92,,,0.0,378.37,,,0.11,150.78,41.67,14.58,21.71,93.24,0.22,,,,,,,,,,,,,1.45,60.0,,,,,18.33,52.08,,,33.33
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29002,BARREIRAS,292620,BA - RIACHAO DAS NEVES,21642,Nordeste,NE,1,2022,Prefeitura Municipal de Riachão Das Neves,PMRN,Local,Administração pública direta,Res. Sólidos ,,18417.07,1.81,4.71,,,11.11,88.89,7.78,,73.93,,,0.0,189.87,,,,,,23.33,0.88,,0.21,,,,,,,,,,,,,0.96,88.89,0.0,,0.89,,,20.0,,,47.78
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,292630,BA - RIACHAO DO JACUIPE,33386,Nordeste,NE,2,2022,Prefeitura Municipal de Riachão do Jacuipe,PMRJ,Local,Administração pública direta,Res. Sólidos ,,36123.01,3.08,,,,100.0,0.0,,,60.07,,,0.0,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,292640,BA - RIACHO DE SANTANA,30711,Nordeste,NE,2,2022,Prefeitura Municipal de Riacho de Santana,PMRS,Local,Administração pública direta,Res. Sólidos ,,38616.91,1.96,86.78,,,21.82,78.18,100.0,,60.24,,,0.0,,,,,,,,10.81,,0.64,,,,,,,,,,,,,0.12,,,,,,,,,,
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,292650,BA - RIBEIRA DO AMPARO,14064,Nordeste,NE,1,2022,Prefeitura Municipal de Ribeira do Amparo,PMRA,Local,Administração pública direta,Res. Sólidos ,,,3.52,32.49,,,,,,,14.43,,,73.79,281.15,,,,450.0,31.28,22.73,0.76,,1.78,,,,,,,,,,,,,0.11,0.0,,,,,67.51,45.45,,,15.15
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,292660,BA - RIBEIRA DO POMBAL,53566,Nordeste,NE,2,2022,Prefeitura Municipal de Ribeira do Pombal,PMRP,Local,Administração pública direta,Res. Sólidos ,,47501.2,7.41,,,,100.0,0.0,,,63.12,,,0.14,,,,,,,,0.55,,1.46,,,,,,,,,,,,,0.11,,,,,,,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,292665,BA - RIBEIRAO DO LARGO,9740,Nordeste,NE,1,2022,Prefeitura Municipal,PMRL,Local,Administração pública direta,Res. Sólidos ,,22266.92,1.41,1.5,,,100.0,0.0,3.85,,85.27,,,0.0,805.11,,,,89.89,39.13,38.46,,,0.83,,,0.4,,,60.0,30.0,10.0,0.0,0.0,,,0.04,0.0,,,,,47.88,46.15,,,7.69
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,292680,BA - RIO DO ANTONIO,13146,Nordeste,NE,1,2022,Prefeitura Municipal de Rio do Antônio,PMRA,Local,Administração pública direta,Res. Sólidos ,,57564.39,3.8,100.0,,,0.0,100.0,3.23,,79.7,,,100.0,1329.07,,,,266.27,38.85,19.35,48.39,,0.68,,,1.19,,,38.71,29.03,32.26,0.0,0.0,,,0.06,100.0,,,,,59.91,64.52,,,9.68
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29003,BRUMADO,292690,BA - RIO DO PIRES,10497,Nordeste,NE,1,2022,Prefeitura Muinicipal de Rio do Pires,PMRP,Local,Administração pública direta,Res. Sólidos ,,25078.25,5.14,0.0,,,100.0,0.0,0.0,,52.4,,,0.0,456.41,,,,,,31.11,,,1.0,,,,,,,,,,,,,,0.0,,,,,,31.11,,,11.11
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29001,ALAGOINHAS,292700,BA - RIO REAL,35362,Nordeste,NE,2,2022,SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PUBLICOS,SEMURB,Local,Administração pública direta,Res. Sólidos ,,53908.29,5.33,68.5,,,61.86,38.14,5.15,,62.75,,,0.0,3427.13,,,1.01,81.81,21.82,13.4,69.99,69.65,1.72,,,,,,,,,,,,,0.07,29.11,,,,,74.63,81.44,,,0.0
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29017,PAULO AFONSO,292710,BA - RODELAS,10308,Nordeste,NE,1,2022,SECRETARIA DE OBRAS E INFRAESTRUTURA,SECINFRA,Local,Administração pública direta,Res. Sólidos ,,,3.08,0.0,,,,,,,97.01,,,0.0,610.22,,,0.35,213.79,29.47,16.22,187.83,77.4,0.63,,,,,,,,,,,,,,0.0,,114.19,0.66,,70.53,67.57,,,13.51
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29011,ITABERABA,292720,BA - RUY BARBOSA,28282,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE RUY BARBOSA,PMRB,Local,Administração pública direta,Res. Sólidos ,,39135.98,4.68,,,,0.0,100.0,4.0,,78.86,,,100.0,2129.93,,,,,,9.0,,,0.74,,,,,,,,,,,,,0.22,100.0,,,,,,42.0,,,35.0
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292730,BA - SALINAS DA MARGARIDA,14987,Nordeste,NE,1,2022,prefeitura municipal de Salinas da Margarida,PMSM,Local,Administração pública direta,Res. Sólidos ,,26656.81,3.02,38.08,,,100.0,0.0,9.37,,86.74,,,0.0,2050.05,,,,175.47,26.4,6.25,,,0.81,,,,,,,,,,,,,0.08,0.0,,,,,57.72,39.58,,,30.21
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29020,SALVADOR,292740,BA - SALVADOR,2417678,Nordeste,NE,5,2022,Secretaria Municipal de Ordem Pública,SEMOP,Local,Administração pública direta,Res. Sólidos ,,98555.22,7.23,98.62,39.31,,2.56,97.44,11.73,,96.65,,,100.0,2163.97,,,0.99,152.02,23.92,22.9,86.36,2.26,1.01,,,0.19,,,,,,,,,,,97.35,100.0,79.49,,,20.88,35.99,,,19.08
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,292750,BA - SANTA BARBARA,20952,Nordeste,NE,1,2022,Prefeitura Municipal de Santa Barbara,PMSB,Local,Administração pública direta,Res. Sólidos ,,26028.37,4.51,83.38,,,15.6,84.4,0.71,,71.59,,,100.0,3594.25,,,,124.59,31.06,5.67,8.74,,1.67,,,0.82,,,33.33,13.33,33.33,6.67,13.33,,,0.05,0.0,,,,,32.7,7.09,,,2.13
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29017,PAULO AFONSO,292760,BA - SANTA BRIGIDA,14965,Nordeste,NE,1,2022,PREFEITUTA MUNICIPAL DE SANTA BRIGIDA,PMSB,Local,Administração pública direta,Res. Sólidos ,,27161.94,2.71,,,,100.0,0.0,2.44,,52.36,,,17.14,340.73,,,,,,19.51,70.32,,0.3,,,15.4,,,26.71,24.89,19.86,19.94,8.6,,,,0.0,,,,,,65.85,,,12.2
2,Nordeste,29,BA,2916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29018,PORTO SEGURO,292770,BA - SANTA CRUZ CABRALIA,29185,Nordeste,NE,1,2022,Prefeitura Municipal,PMSCC,Local,Administração pública direta,Res. Sólidos ,,46276.83,0.54,66.82,,,100.0,0.0,0.0,,75.33,,,0.0,1065.28,,,0.06,277.08,46.07,23.08,,94.99,0.12,,,,,,,,,,,,,0.13,0.0,,,,,18.43,38.46,,,38.46
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29012,ITABUNA,292780,BA - SANTA CRUZ DA VITORIA,4681,Nordeste,NE,1,2022,Prefeitura Municipal de Santa Cruz da Vitória,PMSCV,Local,Administração pública direta,Res. Sólidos ,,18870.27,2.7,75.34,,,100.0,0.0,2.7,,75.92,,,0.0,371.41,,,,348.39,23.2,10.81,79.35,,0.36,,,,,,,,,,,,,0.65,0.0,,,,,56.0,59.46,,,13.51
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29015,JEQUIE,292790,BA - SANTA INES,10300,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE SANTA INES,PMSI,Local,Administração pública direta,Res. Sólidos ,,23602.72,2.71,1.08,,,100.0,0.0,2.13,,98.54,,,0.0,1424.01,,,,111.32,31.31,14.89,133.01,,0.84,,,,,,,,,,,,,0.03,0.0,,,,,36.06,36.17,,,23.4
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29009,ILHEUS,292805,BA - SANTA LUZIA,13896,Nordeste,NE,1,2022,Prefeitura Municipal de Santa Luzia,PMSL,Local,Administração pública direta,Res. Sólidos ,,68085.11,7.5,,,,100.0,0.0,4.26,,74.7,,,0.0,8248.14,,,0.67,,,6.38,,203.13,2.04,,,11.3,,,100.0,0.0,0.0,0.0,0.0,,,0.19,0.0,,,0.67,,,42.55,,,21.28
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29021,SANTA MARIA DA VITORIA,292810,BA - SANTA MARIA DA VITORIA,38604,Nordeste,NE,2,2022,Secretaria Municipal de Obras e Serviços Públicos,SMOSP,Local,Administração pública direta,Res. Sólidos ,,,4.46,81.89,,,,,,,99.99,,,94.74,3428.49,,,0.82,173.99,42.47,16.36,2.59,67.97,1.37,,,4.5,,,20.69,25.29,38.51,2.87,12.64,,,0.07,65.57,,,,,33.57,55.45,,,13.64
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292850,BA - SANTA TEREZINHA,10441,Nordeste,NE,1,2022,Prefeitura Municipal de Santa Teresinha,PMST,Local,Administração pública direta,Res. Sólidos ,,27635.0,1.14,14.02,,,100.0,0.0,6.25,,71.09,,,25.25,,,,,26.97,11.31,0.0,18.12,,0.68,,,22.72,,,55.56,22.22,11.11,11.11,0.0,,,0.13,0.0,,,,,53.74,62.5,,,0.0
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,292800,BA - SANTALUZ,37834,Nordeste,NE,2,2022,Secretaria de serviços Publicos,PMS,Local,Administração pública direta,Res. Sólidos ,,33998.76,3.58,47.4,,,82.78,17.22,13.89,,60.23,,,0.0,150.35,,,0.11,422.46,11.05,18.89,56.25,77.78,0.19,,,,,,,,,,,,,,11.76,,,,,88.66,56.67,,,5.56
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29021,SANTA MARIA DA VITORIA,292820,BA - SANTANA,24755,Nordeste,NE,1,2022,Prefeitura Municipal de Santana,PMS,Local,Administração pública direta,Res. Sólidos ,,22228.72,1.57,0.0,,,100.0,0.0,,,76.75,,,0.0,,,,,140.5,52.4,,,,0.73,,,,,,,,,,,,,0.01,,,,,,43.44,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,292830,BA - SANTANOPOLIS,8716,Nordeste,NE,1,2022,Prefeitura Municipal de Santanópolis,PMS,Local,Administração pública direta,Res. Sólidos ,,11633.73,17.45,41.26,,,100.0,0.0,,,22.95,,,0.0,,,,,12.5,14.33,,,,2.74,,,,,,,,,,,,,1.4,,,,,,35.82,,,,
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29020,SALVADOR,292860,BA - SANTO AMARO,56012,Nordeste,NE,2,2022,Prefeitura Municipal de Santo Amaro,PMSA,Local,Administração pública direta,Res. Sólidos ,,54968.79,3.53,100.0,,,0.0,100.0,2.29,,96.29,,,100.0,4121.41,,,0.54,,,18.32,58.14,193.18,1.57,,,,,,,,,,,,,,100.0,,,,,,36.64,,,42.75
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292870,BA - SANTO ANTONIO DE JESUS,103055,Nordeste,NE,3,2022,COPA ENGENHARIA AMBIENTAL E LOCAÇÃO DE EQUIPAMENTOS LTDA,COPA,Local,Empresa privada,Res. Sólidos ,,92830.08,4.35,100.0,,,0.0,100.0,0.0,,97.04,,,100.0,3646.73,,,1.09,112.85,50.11,36.11,23.48,49.08,1.63,,,0.39,,1.77,43.48,13.04,43.48,0.0,0.0,,,0.03,100.0,,,,,31.18,50.0,,,12.5
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,292880,BA - SANTO ESTEVAO,52276,Nordeste,NE,2,2022,"Secretaria de Obras, Serviços Públicos e Meio Ambiente",SEOBS,Local,Administração pública direta,Res. Sólidos ,,,2.94,70.04,,,,,,,82.77,,,56.9,3199.45,,,1.47,50.0,28.35,11.2,88.87,22.63,1.8,,,1.18,,1.55,45.51,18.56,3.59,31.44,0.9,,,0.03,39.22,,,,,35.63,40.8,,,12.4
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29002,BARREIRAS,292890,BA - SAO DESIDERIO,32828,Nordeste,NE,2,2022,"Secretaria Municipal de Infraestrutura, Transportes e Serviços Públicos",SEINFRA,Local,Administração pública direta,Res. Sólidos ,,39579.23,1.5,88.03,,,13.98,86.02,7.53,,76.49,,,0.0,2170.57,,,,,,8.6,46.66,,0.59,,,,,,,,,,,,,,88.46,,,,,,55.91,,,27.96
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,292895,BA - SAO DOMINGOS,8426,Nordeste,NE,1,2022,Prefeitura Municipal de São Domingos,PMSD,Local,Administração pública direta,Res. Sólidos ,,,2.34,25.93,,,,,,,99.89,,,0.0,,,,0.18,,,,6.0,87.5,0.34,,,,,,,,,,,,,0.3,,,,,,,,,,
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292910,BA - SAO FELIPE,20283,Nordeste,NE,1,2022,Prefeitura Municipal de São Felipe,PMSF,Local,Administração pública direta,Res. Sólidos ,,34350.99,5.73,13.84,,,98.47,1.53,,,84.8,,,100.0,,,,,,,,,,0.48,,,,,,,,,,,,,0.33,,,,,,,,,,
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29005,CRUZ DAS ALMAS,292900,BA - SAO FELIX,11026,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE SÃO FELIX,PMSF,Local,Administração pública direta,Res. Sólidos ,,,9.26,,,,,,,,81.14,,,78.31,305.43,,,0.31,,,15.46,2.01,47.92,0.46,,,,,,,,,,,,,0.6,0.0,,,1.28,,,20.62,,,30.93
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29021,SANTA MARIA DA VITORIA,292905,BA - SAO FELIX DO CORIBE,15194,Nordeste,NE,1,2022,Prefeitura Municipal de São Félix do Coribe,PMSFC,Local,Administração pública direta,Res. Sólidos ,,78015.83,5.34,100.0,,,0.0,100.0,7.69,,83.86,,,100.0,3314.7,,,,89.46,24.4,20.51,,,1.78,,,,,,,,,,,,,,100.0,,,,,74.89,61.54,,,10.26
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29020,SALVADOR,292920,BA - SAO FRANCISCO DO CONDE,38733,Nordeste,NE,2,2022,Secretaria de Serviços Conservação e Ordem Pública,SESCOP,Local,Administração pública direta,Res. Sólidos ,,47308.77,1.53,95.87,,,2.33,97.67,6.05,,80.75,,,100.0,1898.08,,,,254.01,49.53,14.42,,,1.74,,,7.14,,,36.72,33.99,29.28,0.0,0.0,,,0.14,100.0,,,,,40.8,26.51,,,6.98
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,292930,BA - SAO GONCALO DOS CAMPOS,39513,Nordeste,NE,2,2022,SECRETARIA MUNICIPAL DE INFRAESTRUTURA,SEINFRA,Local,Administração pública direta,Res. Sólidos ,,4956.0,0.46,91.35,,,63.39,36.61,0.89,,100.0,,,100.0,2875.4,,,,40.79,79.37,10.71,50.0,,0.75,,,,,,,,,,,,,,0.0,,,,,8.65,62.5,,,25.89
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29012,ITABUNA,292935,BA - SAO JOSE DA VITORIA,5315,Nordeste,NE,1,2022,Prefeitura Municipal de São José da Vitória,PMSJV,Local,Administração pública direta,Res. Sólidos ,,18974.29,3.98,2.01,,,100.0,0.0,4.35,,90.42,,,0.0,447.09,,,,328.71,26.35,10.87,,,0.4,,,,,,,,,,,,,2.14,0.0,,,,,71.64,63.04,,,21.74
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292940,BA - SAO MIGUEL DAS MATAS,10334,Nordeste,NE,1,2022,"SECRETARIA MUNICIPAL DE VIAÇÃO, OBRAS E SERVIÇOS PÚBLICOS",SEINFRA,Local,Administração pública direta,Res. Sólidos ,,24305.45,1.3,55.57,,,45.45,54.55,0.0,,28.06,,,76.44,575.08,,,,31.1,8.89,9.09,18.85,,1.44,,,28.14,,,40.7,29.07,23.26,6.98,0.0,,,0.13,0.0,,,,,44.43,22.73,,,22.73
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29020,SALVADOR,292950,BA - SAO SEBASTIAO DO PASSE,40958,Nordeste,NE,2,2022,Prefeitura Municipal de São Sebastião do Passé,PMSSP,Local,Administração pública direta,Res. Sólidos ,,74589.49,4.1,10.89,,,100.0,0.0,3.06,,95.22,,,0.0,1247.53,,,,94.93,10.65,21.43,30.49,,0.58,,,,,,,,,,,,,0.24,0.0,,,,,42.6,42.86,,,28.57
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29005,CRUZ DAS ALMAS,292960,BA - SAPEACU,17963,Nordeste,NE,1,2022,Prefeitura Municipal de Sapeaçu,PMS,Local,Administração pública direta,Res. Sólidos ,,4750.0,0.73,,,,100.0,0.0,,,57.06,,,10.0,,,,0.27,,,,90.0,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29001,ALAGOINHAS,292970,BA - SATIRO DIAS,16008,Nordeste,NE,1,2022,Prefeitura Municipal de Sátiro Dias,PMSD,Local,Administração pública direta,Res. Sólidos ,,33888.36,2.56,100.0,,,0.0,100.0,5.56,,100.0,,,100.0,511.18,,,,257.74,35.49,27.78,43.65,,0.43,,,4.73,,,67.06,28.08,4.02,0.84,0.0,,,0.14,100.0,,,,,54.2,46.3,,,20.37
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29020,SALVADOR,292975,BA - SAUBARA,11438,Nordeste,NE,1,2022,Prefeitura Municipal de Saubara,PMS,Local,Administração pública direta,Res. Sólidos ,,64635.4,6.11,81.26,,,86.54,13.46,9.62,,78.69,,,100.0,3998.17,,,,223.26,58.19,13.46,,,2.67,,,,,,,,,,,,,,0.0,,,,,18.74,48.08,,,19.23
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29023,SEABRA,292990,BA - SEABRA,46160,Nordeste,NE,2,2022,"Secretaria Municipal de Desenvolvimento, Turismo e Meio Ambiente",SEMMA,Local,Administração pública direta,Res. Sólidos ,,72875.71,9.95,50.0,,,13.57,86.43,5.71,,100.0,,,100.0,579.28,,,0.67,472.74,58.81,50.0,,13.0,0.75,,,0.03,,,25.0,25.0,25.0,25.0,0.0,,,0.08,74.07,,,,,29.62,19.29,,,21.43
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,293000,BA - SEBASTIAO LARANJEIRAS,9360,Nordeste,NE,1,2022,Prefeitura Municipal de Sebastião Laranjeiras,PMSL,Local,Administração pública direta,Res. Sólidos ,,13982.48,1.19,0.0,,,100.0,0.0,6.45,,57.69,,,0.0,769.17,,,,43.05,9.56,12.9,,,0.49,,,,,,,,,,,,,0.64,0.0,,,,,90.44,64.52,,,9.68
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29024,SENHOR DO BONFIM,293010,BA - SENHOR DO BONFIM,74523,Nordeste,NE,2,2022,Secretaria de Infraestrutura e meio ambiente,seinfra,Local,Administração pública direta,Res. Sólidos ,,21994.78,1.67,14.37,,,75.8,24.2,5.1,,60.38,,,100.0,3113.42,,,1.07,16.44,8.35,11.46,,0.0,1.07,,,0.01,,,,,,,,,,1.03,13.85,,,,,91.65,82.8,,,0.0
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29016,JUAZEIRO,293020,BA - SENTO SE,38154,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL,PMSSE,Local,Administração pública direta,Res. Sólidos ,,14354.84,0.69,,,,32.26,67.74,,,54.14,,,100.0,,,,,,,,,,1.4,,,0.04,,,46.51,23.26,4.65,2.33,23.26,,,0.12,,,,,,,,,,
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29021,SANTA MARIA DA VITORIA,293015,BA - SERRA DO RAMALHO,34222,Nordeste,NE,2,2022,SECRETARIA MUNICIPAL DE MEIO AMBIENTE,SEMEIA,Local,Administração pública direta,Res. Sólidos ,,32018.12,3.6,0.0,,,100.0,0.0,,,19.86,,,0.0,,,,,,,,34.24,,1.8,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29021,SANTA MARIA DA VITORIA,293030,BA - SERRA DOURADA,17066,Nordeste,NE,1,2022,Prefeitura Municipal de Serra Dourada,PMSD,Local,Administração pública direta,Res. Sólidos ,,22345.41,4.53,79.9,,,20.59,79.41,7.35,,31.33,,,90.0,345.21,,,,201.91,28.71,29.41,38.36,,1.11,,,,,,,,,,,,,,64.52,51.21,117.25,0.59,,44.51,45.59,,,11.76
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,293050,BA - SERRINHA,80435,Nordeste,NE,2,2022,"SECRETARIA DE  DESENVOLVIMENTO URBANO , HABITAÇÃO E MEIO AMBIENTE",SEDHAM,Local,Administração pública direta,Res. Sólidos ,,107421.84,2.83,100.0,,,0.0,100.0,5.26,,95.0,,,100.0,5383.39,,,,225.44,74.45,21.05,111.28,,0.97,,,,,,,,,,,,,0.03,100.0,,,,,24.5,42.11,,,21.05
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29004,CAMACARI,293070,BA - SIMOES FILHO,114559,Nordeste,NE,3,2022,Prefeitura Municipal,PMSF,Local,Administração pública direta,Res. Sólidos ,,91061.49,4.65,71.68,,,3.43,96.57,11.16,,95.99,,,0.0,2070.55,,,,227.38,30.56,18.88,214.75,,0.71,,,,,,,,,,,,,,100.0,,,,,45.75,42.49,,,21.46
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29016,JUAZEIRO,293077,BA - SOBRADINHO,25475,Nordeste,NE,1,2022,Prefeitura Municipal de Sobradinho,PMS,Local,Administração pública direta,Res. Sólidos ,,32388.47,0.73,8.7,,,100.0,0.0,0.0,,88.51,,,20.88,723.96,,,,168.48,49.11,41.67,69.31,,0.35,,,,,,,,,,,,,0.63,0.0,,140.9,0.71,,24.11,25.0,,,33.33
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29002,BARREIRAS,293090,BA - TABOCAS DO BREJO VELHO,11979,Nordeste,NE,1,2022,PREFEITURA MUNICIPA DE TABOCAS DO BREJO VELHO,PMTBV,Local,Administração pública direta,Res. Sólidos ,,35906.78,4.34,75.37,,,15.22,84.78,8.7,,58.44,,,98.04,279.32,,,0.47,580.07,42.99,30.43,98.04,2.0,0.48,,,5.72,,6.67,50.0,14.29,35.71,0.0,0.0,,,1.63,62.5,58.33,123.79,1.44,,53.96,34.78,,,21.74
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29003,BRUMADO,293100,BA - TANHACU,21006,Nordeste,NE,1,2022,Prefeitura Municipal de Tanhaçu,PMT,Local,Administração pública direta,Res. Sólidos ,,50655.74,4.1,100.0,,,1.64,98.36,0.0,,54.75,,,100.0,761.86,,,0.6,209.68,21.04,21.31,64.52,24.0,0.74,,,,,,,,,,,,,0.32,100.0,,,,,42.72,40.98,,,37.7
