co_uf,sg_uf,co_municipio,tx_atendimento_total_agua,tx_atendimento_urbano_agua,tx_atendimento_urbano_esgoto,tx_coleta_esgoto,tx_tratamento_esgoto,consumo_per_capita_agua,idx_conformidade_coliformes,no_prestador_servico_ae
29,BA,291905,60.92,0.0,0.0,0.0,0.0,81.27,120.37,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291910,61.69,0.0,0.0,0.0,0.0,134.62,137.78,Prefeitura Municipal de Lamarão
29,BA,291915,99.89,0.0,0.0,0.0,0.0,106.91,109.92,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291920,98.27,0.0,0.0,69.1,97.77,162.84,133.86,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291930,77.48,0.0,0.0,59.3,100.0,104.02,83.72,Central - Sistemas de Saneamento de Seabra
29,BA,291940,50.39,0.0,0.0,0.0,0.0,102.12,72.44,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291950,50.44,0.0,0.0,0.0,0.0,141.24,85.33,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291955,91.16,0.0,0.0,67.35,100.0,142.59,89.26,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291960,65.0,0.0,0.0,0.0,0.0,120.06,108.77,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291970,88.8,0.0,0.0,49.48,0.0,175.0,101.63,Serviço Autônomo de Água e Esgoto
29,BA,291980,90.0,0.0,0.0,37.56,0.0,119.89,130.95,Serviço Autônomo de Água e Esgoto
29,BA,291990,62.82,0.0,0.0,0.0,0.0,120.32,100.0,Prefeitura Municipal de Macururé
29,BA,291992,96.97,0.0,0.0,77.9,99.79,99.83,130.0,Empresa Baiana de Águas e Saneamento S.A.
29,BA,291995,63.16,0.0,0.0,0.0,0.0,134.83,115.0,Prefeitura Municipal de Maetinga
29,BA,292000,78.66,0.0,0.0,0.0,0.0,100.14,122.76,Prefeitura Municipal de Maiquinique
29,BA,292010,59.67,0.0,0.0,0.0,0.0,94.26,199.31,Prefeitura Municipal de Mairi
29,BA,292020,52.43,0.0,0.0,0.0,0.0,108.98,87.07,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292030,42.27,0.0,0.0,0.0,0.0,147.08,42.11,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292040,51.13,0.0,0.0,0.0,0.0,97.5,92.28,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292045,52.88,0.0,0.0,0.0,0.0,96.81,83.93,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292050,75.7,0.0,0.0,0.0,0.0,83.74,101.62,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292060,59.14,0.0,0.0,58.67,100.0,89.13,83.33,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292070,18.64,0.0,0.0,0.0,0.0,80.1,95.83,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292080,68.53,0.0,0.0,0.0,0.0,98.3,116.94,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292090,79.22,0.0,0.0,0.0,0.0,78.75,88.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292100,84.46,0.0,0.0,66.2,100.0,161.12,102.31,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292105,31.16,0.0,0.0,0.0,0.0,125.47,88.19,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292110,79.03,0.0,0.0,0.0,0.0,119.16,75.41,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292120,80.25,0.0,0.0,16.47,99.98,164.89,133.17,Central - Sistemas de Saneamento de Jacobina
29,BA,292130,79.39,0.0,0.0,0.0,0.0,120.87,115.62,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292140,66.77,0.0,0.0,47.94,100.0,67.14,71.06,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292145,17.22,0.0,0.0,0.0,0.0,145.16,110.65,Prefeitura Municipal de Mirante
29,BA,292150,39.91,0.0,0.0,0.0,0.0,108.28,129.63,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292160,66.47,0.0,0.0,0.0,0.0,114.12,89.02,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292170,63.3,0.0,0.0,62.94,100.0,89.88,120.04,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292180,46.7,0.0,0.0,0.0,0.0,126.01,64.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292190,100.0,0.0,0.0,55.82,100.0,329.37,100.0,Prefeitura Municipal de Mucugê
29,BA,292200,70.96,0.0,0.0,89.07,100.0,64.42,96.87,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292205,66.72,0.0,0.0,0.0,0.0,101.86,131.25,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292210,81.75,0.0,0.0,0.0,0.0,80.19,78.63,Prefeitura Municipal de Mundo Novo
29,BA,292220,53.24,0.0,0.0,0.0,0.0,100.79,100.46,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292225,42.71,0.0,0.0,19.39,100.0,137.27,118.98,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292230,86.91,0.0,0.0,44.38,100.0,97.53,117.32,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292240,44.94,0.0,0.0,77.65,100.0,119.2,81.17,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292250,79.61,0.0,0.0,0.0,0.0,101.14,84.13,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292260,24.59,0.0,0.0,0.0,0.0,112.05,77.31,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292265,50.18,0.0,0.0,0.0,0.0,94.37,126.11,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292270,41.0,0.0,0.0,0.0,8.47,112.51,105.08,Prefeitura Municipal de Nova Canaã
29,BA,292273,87.37,0.0,0.0,0.0,0.0,114.58,128.09,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292275,42.18,0.0,0.0,0.0,0.0,101.47,102.31,Prefeitura Municipal de Nova Ibiá
29,BA,292280,86.22,0.0,0.0,0.0,0.0,101.02,106.02,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292285,82.29,0.0,0.0,0.0,0.0,85.12,111.29,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292290,48.54,0.0,0.0,0.0,0.0,103.21,60.21,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292300,85.86,0.0,0.0,5.49,100.0,66.49,91.94,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292303,77.73,0.0,0.0,0.0,0.0,157.73,100.0,Prefeitura Municipal de Novo Horizonte
29,BA,292305,49.85,0.0,0.0,0.0,0.0,70.09,66.67,Prefeitura Municipal de Novo Triunfo
29,BA,292310,50.78,0.0,0.0,0.0,0.0,113.49,31.83,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292320,32.59,0.0,0.0,0.0,0.0,289.94,100.0,Sistema Autônomo de Água e Esgotos
29,BA,292330,81.74,0.0,0.0,0.0,0.0,96.58,43.48,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292335,45.73,0.0,0.0,49.9,100.0,115.34,105.18,Central - Sistemas de Saneamento de Jacobina
29,BA,292340,47.12,0.0,0.0,0.0,0.0,118.87,52.98,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292350,62.29,0.0,0.0,71.12,100.0,100.01,96.43,Central - Sistemas de Saneamento de Seabra
29,BA,292360,80.89,0.0,0.0,0.0,0.0,130.37,131.02,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292380,99.85,0.0,0.0,0.0,0.0,75.11,127.59,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292390,67.82,0.0,0.0,0.0,0.0,103.29,81.48,Prefeitura Municipal de Pau Brasil
29,BA,292400,85.73,0.0,0.0,38.67,99.99,116.83,106.34,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292405,59.34,0.0,0.0,0.0,0.0,107.15,103.17,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292410,57.66,0.0,0.0,0.0,0.0,135.35,82.1,Prefeitura Municipal de Pedrão
29,BA,292420,31.43,0.0,0.0,0.0,0.0,112.62,132.14,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292430,100.0,0.0,0.0,1.97,0.0,195.87,100.0,Prefeitura Municipal de Piatã
29,BA,292450,26.74,0.0,0.0,0.0,0.0,177.61,114.35,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292465,67.81,0.0,0.0,0.0,100.0,84.85,115.28,Prefeitura Municipal de Pintadas
29,BA,292467,37.32,0.0,0.0,0.0,0.0,95.55,102.78,Prefeitura Municipal de Piraí do Norte
29,BA,292470,48.38,0.0,0.0,0.0,0.0,124.24,97.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292480,78.64,0.0,0.0,0.0,0.0,91.24,135.26,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292490,41.24,0.0,0.0,0.0,0.0,106.05,121.3,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292500,66.1,0.0,0.0,0.0,0.0,94.65,123.33,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292510,81.5,0.0,0.0,0.0,0.0,104.98,108.9,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292520,87.2,0.0,0.0,0.0,0.0,102.61,110.0,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292525,81.2,0.0,0.0,0.0,0.0,124.1,131.03,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292530,76.94,0.0,0.0,100.0,100.0,98.96,106.94,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292540,80.14,0.0,0.0,0.0,0.0,141.27,89.43,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292550,63.04,0.0,0.0,0.0,0.0,118.24,103.29,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292560,99.73,0.0,0.0,0.0,0.0,107.41,124.07,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292570,30.5,0.0,0.0,0.0,0.0,129.88,76.11,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292575,60.11,0.0,0.0,0.0,0.0,86.62,104.26,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292580,68.72,0.0,0.0,0.0,0.0,95.45,70.42,Prefeitura Municipal de Queimadas
29,BA,292590,66.94,0.0,0.0,0.0,0.0,98.21,135.68,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292593,86.89,0.0,0.0,0.0,0.0,91.11,99.12,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292595,48.29,0.0,0.0,0.0,0.0,123.43,108.85,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292600,57.75,0.0,0.0,80.0,33.33,92.57,108.33,Serviço Autônomo de Água e Esgoto
29,BA,292610,92.56,0.0,0.0,0.0,0.0,88.53,158.33,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292620,50.82,0.0,0.0,0.0,0.0,111.97,118.89,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292630,83.29,0.0,0.0,1.85,100.0,108.64,114.73,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292640,42.93,0.0,0.0,0.0,0.0,222.22,127.98,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292650,13.32,0.0,0.0,0.0,0.0,95.35,47.69,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292660,69.71,0.0,0.0,1.23,100.0,115.27,102.51,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292665,3.0,0.0,0.0,0.0,0.0,121.91,132.05,Serviço Autônomo de Água e Esgoto
29,BA,292670,47.68,0.0,0.0,49.49,100.0,110.01,83.33,Central - Sistemas de Saneamento de Seabra
29,BA,292680,57.99,0.0,0.0,12.25,100.0,119.99,139.77,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292690,43.2,0.0,0.0,0.0,0.0,123.11,116.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292700,77.78,0.0,0.0,0.0,0.0,102.07,98.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292710,94.1,0.0,0.0,100.0,27.6,73.1,100.0,Prefeitura Municipal de Rodelas
29,BA,292720,80.56,0.0,0.0,8.14,100.0,101.0,69.69,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292730,99.91,0.0,0.0,0.0,0.0,100.57,111.11,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292740,98.76,0.0,0.0,98.97,97.8,126.17,139.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292750,54.6,0.0,0.0,0.0,0.0,157.13,130.88,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292760,49.4,0.0,0.0,51.61,100.0,116.13,126.32,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292770,80.42,0.0,0.0,73.2,100.0,92.96,109.94,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292780,75.9,0.0,0.0,0.0,0.0,107.12,144.17,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292790,94.3,0.0,0.0,71.96,100.0,85.95,181.25,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292800,68.31,0.0,0.0,0.0,0.0,98.51,50.74,Prefeitura Municipal de Santa Luz
29,BA,292805,63.52,0.0,0.0,0.0,0.0,86.18,107.77,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292810,98.44,0.0,0.0,12.97,76.28,124.83,85.25,Serviço Autônomo de Água e Esgoto
29,BA,292820,66.25,0.0,0.0,0.0,0.0,127.72,119.61,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292830,41.26,0.0,0.0,0.0,0.0,183.74,109.72,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292840,58.23,0.0,0.0,7.66,0.0,131.8,92.08,Serviço Autônomo de Água e Esgoto
29,BA,292850,71.41,0.0,0.0,0.0,0.0,121.98,115.0,Prefeitura Municipal de Santa Teresinha
29,BA,292860,84.61,0.0,0.0,52.73,99.75,93.75,110.91,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292870,83.97,0.0,0.0,22.06,100.0,129.65,101.73,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292880,57.76,0.0,0.0,14.77,100.0,151.31,107.51,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292890,40.59,0.0,0.0,0.0,0.0,127.24,62.79,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292895,79.25,0.0,0.0,0.0,0.0,111.7,102.31,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292900,64.51,0.0,0.0,90.57,100.0,84.7,117.59,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292905,100.0,0.0,0.0,0.0,0.0,136.38,118.42,Serviço Autônomo de Água e Esgoto
29,BA,292910,46.83,0.0,0.0,0.0,0.0,110.0,78.03,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292920,99.34,0.0,0.0,42.74,99.45,96.13,127.72,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292925,92.98,0.0,0.0,0.0,0.0,110.0,118.55,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292930,75.77,0.0,0.0,6.86,100.0,109.92,95.93,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292935,89.97,0.0,0.0,0.0,0.0,110.22,114.81,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292937,84.6,0.0,0.0,0.0,0.0,105.96,102.78,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292940,32.24,0.0,0.0,0.0,0.0,112.46,57.46,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292950,80.54,0.0,0.0,5.29,99.15,92.47,140.92,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292960,84.15,0.0,0.0,0.0,0.0,95.16,122.22,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292970,28.63,0.0,0.0,0.0,0.0,140.71,12.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292975,100.0,0.0,0.0,0.0,0.0,161.66,146.85,Empresa Baiana de Águas e Saneamento S.A.
29,BA,292980,64.41,0.0,0.0,6.96,2.03,151.61,100.0,Central - Sistemas de Saneamento de Jacobina
29,BA,292990,48.5,0.0,0.0,0.0,0.0,109.8,91.53,Central - Sistemas de Saneamento de Seabra
29,BA,293000,96.15,0.0,0.0,0.0,0.0,50.87,100.0,Prefeitura Municipal de Sebastião Laranjeiras
29,BA,293010,91.74,0.0,0.0,4.57,100.0,115.6,92.51,Prefeitura Municipal de Senhor do Bonfim
29,BA,293020,39.31,0.0,0.0,29.0,0.0,90.8,100.0,Prefeitura Municipal de Sento Sé
29,BA,293030,43.81,0.0,0.0,0.0,0.0,172.61,98.26,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293040,54.53,0.0,0.0,0.0,0.0,106.81,112.37,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293050,97.72,0.0,0.0,8.52,100.0,107.01,88.96,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293060,92.83,0.0,0.0,0.0,0.0,124.73,103.53,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293070,77.61,0.0,0.0,79.32,97.77,126.47,120.88,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293076,50.79,0.0,0.0,0.0,0.0,127.74,109.13,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293080,50.84,0.0,0.0,0.0,0.0,97.32,128.51,Central - Sistemas de Saneamento de Seabra
29,BA,293090,60.11,0.0,0.0,0.0,0.0,342.47,100.0,Prefeitura Municipal de Tabocas do Brejo Velho
29,BA,293100,42.99,0.0,0.0,0.0,0.0,109.84,148.33,Prefeitura Municipal de Tanhaçu
29,BA,293105,59.49,0.0,0.0,0.0,0.0,119.65,131.82,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293110,100.0,0.0,0.0,0.0,0.0,96.34,116.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293120,60.66,0.0,0.0,77.52,0.0,139.16,73.33,Serviço Autônomo de Água e Esgotos
29,BA,293130,80.01,0.0,0.0,0.0,0.0,64.54,129.35,Prefeitura Municipal de Tapiramutá
29,BA,293135,92.71,0.0,0.0,73.18,100.0,88.06,109.6,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293140,79.82,0.0,0.0,0.0,0.0,121.92,106.3,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293150,97.16,0.0,0.0,0.0,0.0,83.53,163.03,Prefeitura Municipal de Teofilândia
29,BA,293160,32.21,0.0,0.0,0.0,0.0,84.36,92.46,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293170,89.7,0.0,0.0,0.0,0.0,75.43,51.49,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293180,25.38,0.0,0.0,0.0,0.0,147.64,126.85,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293190,55.87,0.0,0.0,44.48,98.77,124.95,84.8,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293200,54.16,0.0,0.0,0.0,0.0,115.76,108.64,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293210,44.67,0.0,0.0,61.2,100.0,105.75,86.83,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293220,87.53,0.0,0.0,0.0,0.0,108.98,110.34,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293230,70.77,0.0,0.0,0.0,0.0,98.93,146.13,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293240,94.82,0.0,0.0,0.0,0.0,136.26,106.17,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293245,44.11,0.0,0.0,56.07,100.0,190.7,161.67,Central - Sistemas de Saneamento de Jacobina
29,BA,293250,62.47,0.0,0.0,15.59,100.0,117.08,113.78,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293260,100.0,0.0,0.0,34.67,0.0,513.62,100.0,Prefeitura Municipal de Urandi
29,BA,293270,84.5,0.0,0.0,16.12,100.0,104.86,108.13,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293280,70.49,0.0,0.0,0.0,0.0,90.09,64.23,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293290,84.0,0.0,0.0,80.0,0.0,126.04,62.37,Serviço Autônomo de Água e Esgoto
29,BA,293300,99.77,0.0,0.0,0.0,0.0,78.03,111.11,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293305,79.93,0.0,0.0,0.0,0.0,93.44,68.12,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293310,83.69,0.0,0.0,0.0,0.0,92.84,171.67,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293315,69.13,0.0,0.0,79.88,99.28,108.58,161.11,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293317,36.1,0.0,0.0,0.0,0.0,131.71,106.48,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293320,100.0,0.0,0.0,29.01,100.0,139.18,102.11,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293325,42.16,0.0,0.0,0.0,0.0,125.19,97.31,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293330,97.18,0.0,0.0,86.13,99.16,109.92,109.35,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293340,72.16,0.0,0.0,0.0,0.0,91.0,80.77,Central - Sistemas de Saneamento de Seabra
29,BA,293345,55.13,0.0,0.0,0.0,0.0,146.23,122.81,Empresa Baiana de Águas e Saneamento S.A.
29,BA,293350,48.8,0.0,0.0,0.0,0.0,97.67,100.73,Empresa Baiana de Águas e Saneamento S.A.
