ano,co_uf,sg_uf,co_municipio,no_municipio,nascidos_vivos,obitos_infantis,taxa_mortalidade_infantil
2022,29,BA,293090,TABOCAS DO BREJO VELHO,142.0,3.0,21.12676056338028
2022,29,BA,293100,TANHACU,235.0,6.0,25.53191489361702
2022,29,BA,293105,TANQUE NOVO,245.0,2.0,8.16326530612245
2022,29,BA,293110,TANQUINHO,61.0,0.0,0.0
2022,29,BA,293120,TAPEROA,246.0,3.0,12.195121951219512
2022,29,BA,293130,TAPIRAMUTA,137.0,0.0,0.0
2022,29,BA,293135,TEIXEIRA DE FREITAS,2352.0,28.0,11.904761904761903
2022,29,BA,293140,TEODORO SAMPAIO,51.0,0.0,0.0
2022,29,BA,293150,TEOFILANDIA,180.0,4.0,22.22222222222222
2022,29,BA,293160,TEOLANDIA,153.0,5.0,32.67973856209151
2022,29,BA,293170,TERRA NOVA,91.0,5.0,54.94505494505494
2022,29,BA,293180,TREMEDAL,161.0,2.0,12.422360248447204
2022,29,BA,293190,TUCANO,549.0,8.0,14.571948998178506
2022,29,BA,293200,UAUA,252.0,5.0,19.841269841269842
2022,29,BA,293210,UBAIRA,215.0,5.0,23.25581395348837
2022,29,BA,293220,UBAITABA,242.0,9.0,37.1900826446281
2022,29,BA,293230,UBATA,169.0,3.0,17.75147928994083
2022,29,BA,293240,UIBAI,142.0,0.0,0.0
2022,29,BA,293245,UMBURANAS,129.0,5.0,38.75968992248062
2022,29,BA,293250,UNA,196.0,4.0,20.408163265306122
2022,29,BA,293260,URANDI,165.0,3.0,18.18181818181818
2022,29,BA,293270,URUCUCA,273.0,3.0,10.989010989010989
2022,29,BA,293280,UTINGA,200.0,3.0,15.0
2022,29,BA,293290,VALENCA,1190.0,25.0,21.008403361344538
2022,29,BA,293300,VALENTE,266.0,4.0,15.037593984962406
2022,29,BA,293305,VARZEA DA ROCA,120.0,4.0,33.333333333333336
2022,29,BA,293310,VARZEA DO POCO,81.0,0.0,0.0
2022,29,BA,293315,VARZEA NOVA,179.0,4.0,22.3463687150838
2022,29,BA,293317,VARZEDO,97.0,0.0,0.0
2022,29,BA,293320,VERA CRUZ,489.0,6.0,12.269938650306749
2022,29,BA,293325,VEREDA,83.0,3.0,36.144578313253014
2022,29,BA,293330,VITORIA DA CONQUISTA,4883.0,78.0,15.973786606594306
2022,29,BA,293340,WAGNER,90.0,0.0,0.0
2022,29,BA,293345,WANDERLEY,154.0,0.0,0.0
2022,29,BA,293350,WENCESLAU GUIMARAES,271.0,4.0,14.760147601476014
2022,29,BA,293360,XIQUE-XIQUE,805.0,18.0,22.36024844720497
