ano,co_uf,sg_uf,co_municipio,no_municipio,nascidos_vivos,obitos_infantis,taxa_mortalidade_infantil,co_regiao_pais,regiao_pais,co_macrorregiao_saude,macrorregiao_de_saude,co_regiao_saude,regiao_de_saude,populacao_ibge_2022,nome_da_regiao,sigla_da_regiao,identificacao_da_faixa_populacional,ano_de_referencia,nome_do_orgao_responsavel_pela_gestao,sigla_do_orgao_responsavel_pela_gestao,abrangencia,natureza_juridica_do_orgao_municipal_responsavel,tipo_de_servico,taxa_de_empregados_por_habitante_urbano,despesa_por_empregado,incidencia_de_despesas_com_rsu_na_prefeitura,incidencia_de_despesas_com_empresas_contratadas,auto_suficiencia_financeira,despesas_per_capita_com_rsu,incidencia_de_empregados_proprios,incidencia_de_empreg_de_empr_contrat_no_total_de_empreg_no_manejo,incidencia_de_empreg_admin_no_total_de_empreg_no_manejo,receita_arrecadada_per_capita_com_servicos_de_manejo,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_total,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_urbana,tx_cobertura_de_coleta_direta_rdo_relativo_a_pop_urbana,taxa_de_terceirizacao_da_coleta,produtividades_media_de_coletadores_e_motorista,taxa_de_motoristas_e_coletadores_por_habitante_urbano,massa_rdo_rpu_coletada_per_capita_em_relacao_a_pop_urbana,massa_rdo_coletada_per_capita_em_relacao_a_pop_total_atendida,custo_unitario_da_coleta,incidencia_do_custo_da_coleta_no_custo_total_do_manejo,incidencia_de_emprega_da_coleta_no_total_de_empregados_no_manejo,relacao_quantidade_rcd_coletada_pela_pref_p_quant_total_rdo_rpu,relacao_quantidades_coletadas_de_rpu_por_rdo,massa_rdo_rpu_coletada_per_capita_em_relacao_a_populacao_total_atendida,massa_de_rcd_per_capita_ano_em_relacao_a_pop_urbana,taxa_de_cobertura_da_col_seletiva_porta_a_porta_em_relacao_a_pop_urbana,taxa_de_recuperacao_de_reciclaveis_em_relacao_a_quantidade_de_rdo_e_rpu,massa_recuperada_per_capita,relacao_entre_quantidades_da_coleta_seletiva_e_rdo,incid_de_papel_papelao_sobre_total_mat_recuperado,incid_de_plasticos_sobre_total_material_recuperado,incid_de_metais_sobre_total_material_recuperado,incid_de_vidros_sobre_total_de_material_recuperado,incidencia_de_outros_sobre_total_material_recuperado,massa_per_capita_recolhida_via_coleta_seletiva,massa_de_rss_coletada_per_capita,taxa_de_rss_sobre_rdo_rpu,taxa_de_terceirizacao_de_varredores,taxa_de_terceirizacao_de_varricao,custo_unitario_da_varricao,produtividade_media_do_varredores,taxa_de_varredores_por_habitante_urbano,incidencia_do_custo_da_varricao_no_custo_total_do_manejo,incidencia_de_varredores_no_total_de_empregados_no_manejo,extensao_total_anual_varrida_per_capita,taxa_de_capinadores_por_habitante_urbano,relacao_de_capinadores_no_total_de_empregados_no_manejo,tx_atendimento_total_agua,tx_atendimento_urbano_agua,tx_atendimento_urbano_esgoto,tx_coleta_esgoto,tx_tratamento_esgoto,consumo_per_capita_agua,idx_conformidade_coliformes,no_prestador_servico_ae
2022,29,BA,290130,ANDARAI,896.0,19.0,21.205357142857142,2,Nordeste,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29011,ITABERABA,13080,Nordeste,NE,1,2022,Prefeitura Municipal de Andaraí,PMA,Local,Administração pública direta,Res. Sólidos ,,33574.45,4.01,0.0,,,100.0,0.0,,,76.45,,,0.0,,,,,118.93,33.41,,0.16,,1.4,,,,,,,,,,,,,,,,,,,54.17,,,,,55.52,0.0,0.0,0.0,0.0,101.54,123.39,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290135,ANDORINHA,925.0,16.0,17.2972972972973,2,Nordeste,2913,NORTE - (NRS - JUAZEIRO),29024,SENHOR DO BONFIM,15012,Nordeste,NE,1,2022,Prefeitura Municipal de Andorinha,PMA,Local,Administração pública direta,Res. Sólidos ,,136363.64,5.56,,,,9.09,90.91,,,53.29,,,100.0,,,,,,,,,,0.51,,,2.03,,,,,,,,,,,,,,,,,,,,,53.26,0.0,0.0,0.0,0.0,131.59,141.67,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290140,ANGICAL,937.0,18.0,19.2102454642476,2,Nordeste,2912,OESTE (NBS - BARREIRAS),29002,BARREIRAS,13732,Nordeste,NE,1,2022,Prefeitura Municipal de Angical,PMA,Local,Administração pública direta,Res. Sólidos ,,27877.91,2.76,22.27,,,83.72,16.28,4.65,,49.88,,,0.0,198.3,,,0.6,20.0,3.0,67.44,,20.0,0.72,,,,,,,,,,,,,1.53,0.0,,294.87,1.33,,92.24,20.93,,,6.98,46.03,0.0,0.0,0.0,0.0,182.27,91.67,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290150,ANGUERA,274.0,7.0,25.547445255474454,2,Nordeste,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,11031,Nordeste,NE,1,2022,Prefeitura Municipal de Anguera,PMA,Local,Administração pública direta,Res. Sólidos ,,2133.66,0.19,46.75,,,100.0,0.0,2.94,,48.55,,,0.0,3206.6,,,1.03,12.83,53.25,8.82,66.42,49.8,1.54,,,,,,,,,,,,,0.03,0.0,,,,,0.0,76.47,,,11.76,59.39,0.0,0.0,0.0,0.0,111.86,108.33,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290160,ANTAS,731.0,11.0,15.047879616963064,2,Nordeste,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,14752,Nordeste,NE,1,2022,Prefeitura Municipal de Antas,PMA,Local,Administração pública direta,Res. Sólidos ,,30552.23,3.37,98.91,,,1.39,98.61,1.39,,63.72,,,100.0,2449.41,,,0.87,190.38,39.81,8.33,65.22,53.33,1.34,,,,,,,,,,,,,,100.0,,,,,59.1,76.39,,,13.89,53.02,0.0,0.0,0.0,0.0,95.76,146.53,Prefeitura Municipal de Antas
2022,29,BA,290180,ANTONIO GONCALVES,720.0,9.0,12.5,2,Nordeste,2913,NORTE - (NRS - JUAZEIRO),29024,SENHOR DO BONFIM,10862,Nordeste,NE,1,2022,Prefeitura Municipal de Antônio Gonçalves,PMAG,Local,Administração pública direta,Res. Sólidos ,,36437.4,3.71,54.94,,,74.42,25.58,0.0,,93.29,,,100.0,580.89,,,,355.68,54.94,25.58,,,0.65,,,4.96,,,25.0,25.0,25.0,0.0,25.0,,,,0.0,,,,,43.47,67.44,,,6.98,71.64,0.0,0.0,0.0,0.0,104.06,105.0,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290200,ARACATU,836.0,11.0,13.157894736842104,2,Nordeste,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29003,BRUMADO,13936,Nordeste,NE,1,2022,Prefeitura Municipal de Aracatu,PMA,Local,Administração pública direta,Res. Sólidos ,,31302.68,2.91,51.63,,,58.93,41.07,8.93,,37.31,,,39.09,1353.83,,,1.15,55.6,10.75,14.29,,54.79,1.79,,,,,,,,,,,,,,57.14,,,,,74.58,62.5,,,12.5,32.13,0.0,0.0,0.0,0.0,158.71,114.35,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290210,ARACI,3300.0,58.0,17.575757575757574,2,Nordeste,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,48294,Nordeste,NE,2,2022,Prefeitura Municipal de Araci,PMA,Local,Administração pública direta,Res. Sólidos ,,68940.17,5.45,98.76,,,1.71,98.29,18.8,,95.74,,,100.0,1144.83,,,,,,20.51,0.12,,0.51,,,,,,,,,,,,,,100.0,,,,,,28.21,,,32.48,69.62,0.0,0.0,1.53,100.0,83.43,123.68,Prefeitura Municipal de Araci
2022,29,BA,290220,ARAMARI,536.0,10.0,18.656716417910445,2,Nordeste,2914,NORDESTE (NRS - ALAGOINHAS),29001,ALAGOINHAS,9833,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ARAMARI,PMA,Local,Administração pública direta,Res. Sólidos ,,25931.62,0.22,7.54,,,100.0,0.0,0.0,,48.68,,,0.0,2519.17,,,,32.89,100.0,100.0,18.26,,1.81,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,49.6,0.0,0.0,0.0,0.0,112.58,117.26,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290225,ARATACA,541.0,10.0,18.48428835489834,2,Nordeste,2910,SUL (NBS - ILHEUS),29009,ILHEUS,10191,Nordeste,NE,1,2022,Prefeitura Municipal de Arataca,PMA,Local,Administração pública direta,Res. Sólidos ,,21960.0,2.12,100.0,,,0.0,100.0,2.63,,67.71,,,100.0,426.08,,,0.37,164.66,28.95,28.95,2.39,55.9,0.58,,,,,,,,,,,,,2.39,100.0,,,,,55.26,55.26,,,13.16,53.77,0.0,0.0,0.0,0.0,76.63,92.36,Empresa Baiana de Águas e Saneamento S.A.
2022,29,BA,290230,ARATUIPE,632.0,16.0,25.31645569620253,2,Nordeste,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,8677,Nordeste,NE,1,2022,MUNICIPIO DE ARATUIPE,PMA,Local,Administração pública direta,Res. Sólidos ,,33152.24,2.33,,,,51.72,48.28,10.34,,73.93,,,100.0,920.13,,,,,,17.24,104.17,,0.61,,,,,,,,,,,,,0.14,0.0,,,,,,41.38,,,31.03,61.74,0.0,0.0,0.0,0.0,87.24,109.72,Prefeitura Municipal de Aratuípe
2022,29,BA,290240,AURELINO LEAL,917.0,28.0,30.534351145038165,2,Nordeste,2910,SUL (NBS - ILHEUS),29012,ITABUNA,11179,Nordeste,NE,1,2022,Prefeitura Municipal de Aurelino Leal,PMAL,Local,Administração pública direta,Res. Sólidos ,,22500.0,1.38,0.0,,,100.0,0.0,,,22.36,,,0.0,,,,,200.0,33.33,,6.67,,0.82,,,,,,,,,,,,,,,,,,,33.33,,,,,83.84,0.0,0.0,0.0,0.0,108.23,101.52,Empresa Baiana de Águas e Saneamento S.A.
