-,-,-,-,-,-,-,-,-,-,-,-,-,IN002,IN003,IN004,IN007,IN008,IN010,IN015,IN017,IN018,IN023,IN024,IN025,IN028,IN037,IN041,IN046,IN047,IN052
354710,3547106,Santa Mercedes,SP,Sudeste,SE,1,2022,Prefeitura de Santa Mercedes,PMSM,Local,Administração pública direta,Res. Sólidos ,70682.25,2.07,0,100,0,,88.02,8.65,,243.2,34.46,,0.63,,,14.15,,
412395,4123956,Santa Mônica,PR,Sul,S ,1,2022,DEPARTAMENTO DE MEIO AMBIENTE,PMSM,Local,Administração pública direta,Res. Sólidos ,22114.48,1.19,,50,50,12.5,41.33,0,1565.5,,,12.5,1.94,,50,,62.5,12.5
160060,1600600,Santana,AP,Norte,N ,3,2022,Prefeitura Municipal de Santana,PMS,Local,Administração pública direta,Res. Sólidos ,87793.31,5.35,89.82,45.32,54.68,,100,74.78,,114.74,50.77,,1.37,0,,17.51,,
292820,2928208,Santana,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Santana,PMS,Local,Administração pública direta,Res. Sólidos ,22228.72,1.57,0,100,0,,76.75,0,,140.5,52.4,,0.73,0.01,,43.44,,
354720,3547205,Santana da Ponte Pensa,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE SANTANA DA PONTE PENSA,SPP,Local,Administração pública direta,Res. Sólidos ,28351.27,1.88,4.44,100,0,,66.83,0,,470.58,55.33,,0.74,0.33,,35.46,,
315830,3158300,Santana da Vargem,MG,Sudeste,SE,1,2022,Prefeitura Municipal,PM,Local,Administração pública direta,Res. Sólidos ,,2.69,100,,,,98.06,0,1118.21,178.64,31.49,16,0.58,0.15,100,51.63,36,16
315840,3158409,Santana de Cataguases,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana de Cataguases,PMSC,Local,Administração pública direta,Res. Sólidos ,37454.77,1.56,38.86,100,0,11.11,80.85,0.13,811.5,175.98,39.78,33.33,0.74,0.26,0,21.36,44.44,11.11
251350,2513505,Santana de Mangueira,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Santana de Mangueira,PMSM,Local,Administração pública direta,Res. Sólidos ,29645.71,2.47,19.85,100,0,0,41.86,92.27,958.47,151.2,36.43,23.81,1.96,,0,61.06,76.19,0
354730,3547304,Santana de Parnaíba,SP,Sudeste,SE,3,2022,SECRETARIA MUNICIPAL DE SERVIÇOS MUNICIPAIS,SMSM,Local,Administração pública direta,Res. Sólidos ,210281.91,3,98.39,14.29,85.71,6.02,100,53.88,4269.44,137.69,39.47,45.11,1.43,0.15,100,8.47,15.04,18.8
315850,3158508,Santana de Pirapama,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana de Pirapama,PMSP,Local,Administração pública direta,Res. Sólidos ,8498.25,0.6,69.64,100,0,9.09,39.54,0,250.48,253.83,63.86,27.27,0.46,0.36,0,30.36,36.36,18.18
231200,2312007,Santana do Acaraú,CE,Nordeste,NE,2,2022,SECRETARIA DE OBRAS SERVIÇOS E URBANISMO,SOSU,Local,Administração pública direta,Res. Sólidos ,37587.3,3.48,63.34,52.38,47.62,0,66.47,100,682.64,202.81,54.9,47.62,0.86,0.02,0,27.45,39.68,0
150670,1506708,Santana do Araguaia,PA,Norte,N ,2,2022,Prefeitura Municipal,PM,Local,Administração pública direta,Res. Sólidos ,37461.02,0.46,17.16,100,0,28.57,72.57,1.05,1098.98,156.21,82.84,57.14,0.65,,,0,0,0
231210,2312106,Santana do Cariri,CE,Nordeste,NE,1,2022,Prefeitura Municipal de Santana do Cariri,PMSC,Local,Administração pública direta,Res. Sólidos ,73317.55,2.7,,0,100,,70.78,100,,,,,1.43,,,,,
315860,3158607,Santana do Deserto,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana do Deserto,PMSD,Local,Administração pública direta,Res. Sólidos ,18578.44,0.63,0,100,0,0,36.48,0,996.81,74.47,41.69,33.33,1.88,,0,58.31,44.44,22.22
315870,3158706,Santana do Garambéu,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana do Garambéu,PMSG,Local,Administração pública direta,Res. Sólidos ,65000.48,1.95,65.09,80,20,0,74.03,0,395.13,229.32,34.91,80,0.86,0.18,,0,0,0
270800,2708006,Santana do Ipanema,AL,Nordeste,NE,2,2022,Secretaria Municipal de Infraestrutura,SMI,Local,Administração pública direta,Res. Sólidos ,59151.35,2.92,82.73,42.99,57.01,4.67,80.3,100,1389.12,319.14,35.08,14.95,0.52,0.85,17.86,53.78,52.34,14.02
412400,4124004,Santana do Itararé,PR,Sul,S ,1,2022,SECRETARIA MUNICIPAL DO MEIO AMBIENTE,SEMASI,Local,Administração pública direta,Res. Sólidos ,13666.67,0.68,,100,0,0,65.83,3.49,1544.2,,,40,2.27,,0,,20,0
315880,3158805,Santana do Jacaré,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana do Jacaré,PMSJ,Local,Administração pública direta,Res. Sólidos ,25952.3,3.23,0.95,100,0,3.7,96.11,0,326.36,499.27,58.23,29.63,0.55,0.15,0,26.63,14.81,22.22
431710,4317103,Santana do Livramento,RS,Sul,S ,2,2022,PREFEITURA MUNICIPAL - SEC MUN. DE SERVIÇOS URBANOS,PM-SMSU,Local,Administração pública direta,Res. Sólidos ,147740.69,3.36,89.78,45.9,54.1,14.75,90.41,99.71,2139.76,188.28,36.38,42.62,0.63,0.47,0,1.83,8.2,9.84
315890,3158904,Santana do Manhuaçu,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana do Manhuaçu,PMSM,Local,Administração pública direta,Res. Sólidos ,34504.65,3.31,12.79,100,0,,69.36,0,,210.48,27.36,,0.65,,,59.39,,
241140,2411403,Santana do Matos,RN,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE SANTANA DO MATOS,PMSM,Local,Administração pública direta,Res. Sólidos ,21741.14,1.3,,95.65,4.35,,70.71,0,,,,,1.7,,,,,
270810,2708105,Santana do Mundaú,AL,Nordeste,NE,1,2022,Prefeitura Municipal,PM,Local,Administração pública direta,Res. Sólidos ,10566.69,3.2,57,46.87,53.12,3.12,59.98,47.12,425.99,131.23,15.52,9.37,0.38,,55.56,72.93,28.12,17.19
315895,3158953,Santana do Paraíso,MG,Sudeste,SE,2,2022,"Secretaria de Obras, Serviços Urbanos e meio Ambiente",SMO,Local,Administração pública direta,Res. Sólidos ,39303.95,4.21,48.82,86.92,13.08,6.54,82.5,1.97,21224.28,151.48,48.82,1.87,1,0.08,0,51.18,71.96,19.63
220935,2209351,Santana do Piauí,PI,Nordeste,NE,1,2022,Prefeitura Municipal de Santana do Piauí,PMSP,Local,Administração pública direta,Res. Sólidos ,27184.59,1.46,0,90,10,,99.98,0,,332.63,44.05,,0.24,,,5.35,,
315900,3159001,Santana do Riacho,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana do Riacho,PMSR,Local,Administração pública direta,Res. Sólidos ,,2.37,,,,,61.36,0,,,,,1.7,,,,,
280640,2806404,Santana do São Francisco,SE,Nordeste,NE,1,2022,Prefeitura Municipal de Santana do São Francisco,PMSSF,Local,Administração pública direta,Res. Sólidos ,19700,2.54,0,100,0,,100,2.08,,135.42,16.5,,0.36,0.1,,65.99,,
241142,2411429,Santana do Seridó,RN,Nordeste,NE,1,2022,SECRETARIA MUNICIPAL DE INFRA ESTRUTURA,SMIE,Local,Empresa pública,Res. Sólidos ,3000,0.9,,100,0,,92.73,34.21,,,,,0.83,,,,,
251360,2513604,Santana dos Garrotes,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Santana dos Garrotes,PMSG,Local,Administração pública direta,Res. Sólidos ,,1.09,,,,,55.41,100,496.81,,,13.33,0.47,1.77,0,,63.33,10
315910,3159100,Santana dos Montes,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santana Dos Montes,PMSM,Local,Administração pública direta,Res. Sólidos ,22838,1.91,0,100,0,0,98.01,0,303.51,263.16,25.76,23.53,0.31,,0,30.91,29.41,47.06
292830,2928307,Santanópolis,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Santanópolis,PMS,Local,Administração pública direta,Res. Sólidos ,11633.73,17.45,41.26,100,0,,22.95,0,,12.5,14.33,,2.74,1.4,,35.82,,
231220,2312205,Santa Quitéria,CE,Nordeste,NE,2,2022,INSTITUTO MUNICIPAL DE MEIO AMBIENTE DE SANTA QUITERAI,IMASQ,Local,Administração pública direta,Res. Sólidos ,98837.21,3.06,,0,100,,90.21,100,,,,,1.55,,,,,
211010,2110104,Santa Quitéria do Maranhão,MA,Nordeste,NE,1,2022,Prefeitura Municipal Santa Quitéria do Maranhão,PMSQ,Local,Administração pública direta,Res. Sólidos ,13925.71,1.76,,0,100,,48.09,100,,,,,1,,,,,
150680,1506807,Santarém,PA,Norte,N ,4,2022,Secretaria Municipal de Urbanismo e Serviços Públicos,SEMURB,Local,Administração pública direta,Res. Sólidos ,82116.21,2.52,75.15,64.6,35.4,0.93,86,100,2750.78,183.38,54.33,27.95,0.76,0.61,13.71,31.56,54.35,12.73
251370,2513703,Santa Rita,PB,Nordeste,NE,3,2022,"Secretaria de Infraestrutura, Serviços e Obras Públicas",SEINFRA,Local,Administração pública direta,Res. Sólidos ,153844.37,15.96,100,0,100,8.41,100,100,3069.16,428.68,85.06,31.78,1.19,0.06,100,0,14.49,7.48
315940,3159407,Santa Rita de Ibitipoca,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santa Rita de Ibitipoca,PMSRI,Local,Administração pública direta,Res. Sólidos ,25000,2.14,0,100,0,,90.88,100,,300,40,,0.18,,,26.67,,
315930,3159308,Santa Rita de Jacutinga,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santa Rita de Jacutinga,PMSRJ,Local,Administração pública direta,Res. Sólidos ,43986.37,1.19,24.05,85.71,14.29,0,100,25.58,915.87,182.91,51.09,42.86,0.5,0.47,0,44.88,28.57,28.57
315935,3159357,Santa Rita de Minas,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santa Rita de Minas,PMSRM,Local,Administração pública direta,Res. Sólidos ,16613.1,1.76,34.59,68.97,31.03,17.24,91.75,0,697.76,216.43,49.06,17.24,0.48,0.17,33.33,32.7,20.69,10.34
521940,5219407,Santa Rita do Araguaia,GO,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE SANTA RITA DO ARAGUAIA,PMSRA,Local,Administração pública direta,Res. Sólidos ,,1.28,85.2,,,,89.04,100,572.68,273.36,50.6,22.22,0.37,,100,25.3,44.44,22.22
354740,3547403,Santa Rita D Oeste,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE SANTA RITA D OESTE,PM,Local,Administração pública direta,Res. Sólidos ,,2.28,1.39,,,,70.69,0,,,,,1.77,0.08,,,,
521945,5219456,Santa Rita do Novo Destino,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Santa Rita do Novo Destino,PMSRND,Local,Administração pública direta,Res. Sólidos ,20000,1.15,,100,0,,37.19,0,,,,,0.96,,,,,
500755,5007554,Santa Rita do Pardo,MS,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Santa Rita do Pardo,PMSRP,Local,Administração pública direta,Res. Sólidos ,34391.61,1.54,74.27,28.12,71.87,9.37,50.35,100,1040.26,506.42,44.95,9.37,0.76,1.07,100,15.69,31.25,15.62
354750,3547502,Santa Rita do Passa Quatro,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE SANTA RITA DO PASSA QUATRO,PMSRPQ,Local,Administração pública direta,Res. Sólidos ,171619.71,4.08,0,100,0,5.56,96.65,6.66,1492.67,306.27,71.76,83.33,0.86,0.97,,25.88,0,0
315960,3159605,Santa Rita do Sapucaí,MG,Sudeste,SE,2,2022,Prefeitura Municipal de Santa Rita do Sapucaí,PMSRS,Local,Administração pública direta,Res. Sólidos ,38556.34,2.89,0.5,100,0,5.98,100,0,696.36,140,23.67,29.91,0.51,0.04,0,56.05,52.99,0
171889,1718899,Santa Rita do Tocantins,TO,Norte,N ,1,2022,Prefeitura Municipal de Santa Rita do Tocantins,PMSRT,Local,Administração pública direta,Res. Sólidos ,29589.81,3.01,,40,60,,46.78,0,,,,,1.73,,,,,
510776,5107768,Santa Rita do Trivelato,MT,Centro-Oeste,CO,1,2022,Secretaria Municipal de Obras,SOTSUR,Local,Administração pública direta,Res. Sólidos ,16563.87,0.45,,46.15,53.85,,53.57,0,,,,,0.75,,,,,
431720,4317202,Santa Rosa,RS,Sul,S ,2,2022,Prefeitura Municipal de Santa Rosa,PMSR,Local,Administração pública direta,Res. Sólidos ,96766.71,2.14,96.49,5.83,94.17,4.85,100,93.97,1822.58,156.66,49.55,48.54,1.12,0.55,100,24.77,23.3,8.74
315970,3159704,Santa Rosa da Serra,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Santa Rosa da Serra,PMSR,Local,Administração pública direta,Res. Sólidos ,,1.37,0,,,,88.7,0,,83.07,18.4,,0.69,,,38.29,,
521950,5219506,Santa Rosa de Goiás,GO,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE SANTA ROSA DE GOIAS,PMSR,Local,Administração pública direta,Res. Sólidos ,28571.43,3.75,0,100,0,4.76,74.47,0,199.68,320,40,57.14,0.98,,0,45,28.57,9.52
421560,4215604,Santa Rosa de Lima,SC,Sul,S ,1,2022,Prefeitura Municipal de Santa Rosa de Lima,PMSRL,Local,Administração pública direta,Res. Sólidos ,27010.58,0.97,71.82,57.14,42.86,0,24.04,100,215.12,471.17,50.34,42.86,1.1,0.15,0,28.18,28.57,28.57
280650,2806503,Santa Rosa de Lima,SE,Nordeste,NE,1,2022,Prefeitura Municipal de Santa Rosa de Lima,PMSRL,Local,Administração pública direta,Res. Sólidos ,26028.29,1.14,34.1,100,0,,93.42,0,,103.95,29.55,,0.72,,,36.35,,
354760,3547601,Santa Rosa de Viterbo,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Santa Rosade Viterbo,PMSRV,Local,Administração pública direta,Res. Sólidos ,44717.98,2.19,100,73.17,26.83,7.32,96.84,74.57,837.49,366.07,94.21,43.9,0.57,,0,0,4.88,34.15
220937,2209377,Santa Rosa do Piauí,PI,Nordeste,NE,1,2022,Prefeitura Municipal de Santa Rosa do Piauí,PMSR,Local,Administração pública direta,Res. Sólidos ,13750,0.5,0,100,0,0,70.9,0,425.99,275,100,37.5,0.33,,0,0,62.5,0
120043,1200435,Santa Rosa do Purus,AC,Norte,N ,1,2022,MUNICIPIO DE SANTA ROSA DO PURUS,PMSRP,Local,Administração pública direta,Res. Sólidos ,8108.11,0.87,,40.54,59.46,8.11,29.75,34.69,87.86,,,43.24,0.67,,,,0,48.65
421565,4215653,Santa Rosa do Sul,SC,Sul,S ,1,2022,Prefeitura Municipal,PMSRS,Local,Administração pública direta,Res. Sólidos ,34913.51,1.71,0,100,0,,47.53,0,,186.67,47.82,,0.95,,,50.02,,
